,country,total_cases,new_cases,total_deaths,new_deaths,total_recovered,activecases,serious_critical,tot_cases/1m_pop,deaths/1m_pop,reported1st_case,ref,date,totaltests,tests/_1m_pop,region,tot_deaths/1m_pop,population,CountryCode,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,Unnamed: 34
27,germany,1040.0,240,0.0,0,18.0,1022.0,9.0,12.4,0.0,0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08,0.0,0.0,0,0.0,83783942,DEU,0.0,0.0,,0.0,0.0,,1.0,1.0,Health minister Spahn calls for events with more than 1000 people to be banned by states; https://www.politico.eu/article/german-minister-calls-for-ban-on-events-with-over-1000-people-as-coronavirus-cases-rise/,0.0,,,1.0,1.0,,0.0,0.0,,1.0,,11419098000.0,Germany announces 12.4 billion additional investment over three years due to Corona; https://www.faz.net/aktuell/politik/inland/wegen-coronavirus-koalition-will-kurzarbeit-erleichtern-16670174.html,0.0,,0.0,,0.0,,847.0,0.0,29.0,	
28,germany,1224.0,184,2.0,2.0,18.0,1204.0,9.0,14.6,0.0,0,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09,0.0,0.0,0,0.0,83783942,DEU,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,,"Health minister, Jens Spahn, appealed for people to work from home and walk or cycle rather than use public transport. https://www.theguardian.com/world/2020/mar/09/coronavirus-six-die-in-prison-protest-linked-to-italian-clampdown",1.0,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,902.0,0.0,29.0,	
29,germany,1565.0,0,2.0,0,18.0,1545.0,9.0,18.7,0.0,0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10,0.0,0.0,0,0.0,83783942,DEU,0.0,0.0,,0.0,0.0,,2.0,0.0,Multiple German states ban events with more than 1000 attendees; https://www.tagesschau.de/inland/corona-absagen-bundeslaender-101.html,0.0,,,1.0,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1139.0,2.0,29.0,	
30,germany,1908.0,343,3.0,1.0,25.0,1880.0,9.0,22.8,0.0,0,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,2020-03-11,0.0,0.0,0,0.0,83783942,DEU,0.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,0.0,0.0,,1.0,https://de.usembassy.gov/covid-19-information/,0.0,,0.0,,0.0,,0.0,,1296.0,2.0,29.0,	
31,germany,2745.0,779,6.0,3.0,25.0,2714.0,9.0,32.8,0.0,0,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12,0.0,0.0,0,0.0,83783942,DEU,0.0,0.0,,0.0,0.0,,2.0,0.0,https://www.theguardian.com/world/2020/mar/10/coronavirus-several-eu-states-ban-mass-events-after-italian-lockdown,0.0,,,1.0,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1567.0,3.0,29.0,	
32,germany,3675.0,930,8.0,2.0,46.0,3621.0,9.0,43.9,0.0,0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13,0.0,0.0,0,0.0,83783942,DEU,2.0,0.0,Bavaria and Saarland close all schools; https://www.thelocal.de/20200313/coronavirus-bavaria-and-saarland-to-close-all-schools,0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,2369.0,5.0,38.0,	
33,germany,4599.0,924,9.0,1.0,46.0,4544.0,9.0,54.9,0.0,0,https://web.archive.org/web/20200314/https://www.worldometers.info/coronavirus/,2020-03-14,0.0,0.0,0,0.0,83783942,DEU,2.0,0.0,,0.0,0.0,,2.0,0.0,Berlin shuts down all public gatherings; https://www.rbb24.de/panorama/thema/2020/coronavirus/beitraege/veranstaltungen-ab-50-teilnehmern-untersagt-berlin-berliner-sena.html,0.0,,,1.0,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,3062.0,5.0,38.0,	
34,germany,5813.0,1,11.0,2.0,46.0,5756.0,2.0,69.4,0.0,0,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15,0.0,0.0,0,0.0,83783942,DEU,2.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,,Germany's transport minister: No closures of public transit; https://www.welt.de/politik/deutschland/article206558389/Corona-Wie-der-oeffentliche-Nahverkehr-auf-die-Epidemie-reagiert.html,1.0,1.0,,0.0,0.0,,1.0,,0.0,Chancellor Angela Merkel's conservatives are split over whether Germany should rush out a fiscal stimulus package to counter a,0.0,,0.0,,0.0,,3795.0,8.0,38.0,	
35,germany,7272.0,1,17.0,4.0,67.0,7188.0,2.0,86.8,0.0,0,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,2020-03-16,0.0,0.0,0,0.0,83783942,DEU,2.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,0.0,0.0,,3.0,Germany closes its borders; https://www.tagesschau.de/inland/corona-grenzschliessung-deutschland-101.html,0.0,,0.0,https://tradingeconomics.com/euro-area/interest-rate,0.0,,85618000.0,EU grants German company CureVac 80 million credit line to develop vaccine; https://www.tagesschau.de/inland/corona-curevac-101.html,4838.0,12.0,48.0,	
36,germany,9367.0,2,26.0,+9,67.0,9274.0,2.0,111.8,0.0,0,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17,0.0,0.0,0,0.0,83783942,DEU,2.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,0.0,0.0,,3.0,"Germany / EU bans all non-EU citizens from entering country for 30 days, takes effect immediately; https://www.tagesschau.de/inland/corona-eu-einreisestopp-101.html",0.0,,0.0,,0.0,,0.0,,6012.0,13.0,48.0,	
37,germany,9367.0,2,26.0,9.0,67.0,9274.0,2.0,112.0,0.0,0,0,2020-03-18,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,"All German states to close schools until at least end of march, by Wednesday all states will have closed schools; https://www.tagesschau.de/inland/corona-schulschliessungen-101.html + https://www.fr.de/rhein-main/hessen-setzt-unterricht-13598597.html",0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,1.0,1.0,"Merkel in TV address asks all Germans to limit their movement, not visit vulnerable populations; https://www.bundesregierung.de/breg-de/aktuelles/fernsehansprache-von-bundeskanzlerin-angela-merkel-1732134",3.0,,0.0,,0.0,,0.0,,0.0,,7156.0,13.0,62.0,	
38,germany,12327.0,2,28.0,2.0,105.0,12194.0,2.0,147.0,0.0,0,https://web.archive.org/web/20200319/https://www.worldometers.info/coronavirus/,2020-03-19,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,0.0,,2.0,0.0,,0.0,,,1.0,1.0,,1.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,8198.0,13.0,62.0,	
39,germany,15320.0,2,44.0,16.0,115.0,15161.0,2.0,183.0,0.0,0,https://web.archive.org/web/20200320/https://www.worldometers.info/coronavirus/,2020-03-20,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,0.0,Half of Germans work from home currently; https://www.capital.de/wirtschaft-politik/deutschland-im-homeoffice-fuenf-herausforderungen,2.0,1.0,"All states have banned social events, gatherings; https://www.tagesschau.de/inland/laender-corona-103.html",0.0,,,1.0,1.0,,2.0,0.0,Bavaria imposes curfew; https://www.tagesschau.de/inland/soeder-363.html,3.0,,0.0,Germany will announce multi-billion dollar stimulus on Monday; https://www.tagesschau.de/inland/bundesregierung-rettungsschirm-101.html,0.0,,0.0,,0.0,,14138.0,43.0,67.0,	
40,germany,19848.0,4,68.0,24.0,180.0,19600.0,2.0,237.0,0.0,0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,0.0,,2.0,1.0,,0.0,,,1.0,1.0,,2.0,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,18187.0,45.0,67.0,	
41,germany,22364.0,2,84.0,16.0,209.0,22071.0,2.0,267.0,0.0,0,https://web.archive.org/web/20200322/https://www.worldometers.info/coronavirus/,2020-03-22,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,0.0,,2.0,1.0,German states and federal government agree on ban on all public events for at least two weeks; https://www.tagesschau.de/inland/kontaktverbot-coronavirus-103.html,0.0,,,1.0,1.0,,2.0,1.0,German states and federal government limit movement in public spaces to a maximum of two people at a time (can only walk around alone or in two-person groups; 1.50m distance between individuals (or groups of two) required); https://www.tagesschau.de/inland/kontaktverbot-coronavirus-101.html,3.0,,0.0,,0.0,,0.0,Germany's health care minister Spahn makes announcement for changes to emergency hospital investment; https://rp-online.de/panorama/coronavirus/coronavirus-spahn-will-nach-kritik-entwurf-zur-hilfe-fuer-kliniken-aendern_aid-49685593,0.0,,21463.0,67.0,71.0,	
42,germany,24873.0,2,94.0,10.0,266.0,24513.0,23.0,297.0,0.0,0,https://web.archive.org/web/20200323/https://www.worldometers.info/coronavirus/,2020-03-23,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,,,1.0,1.0,,2.0,1.0,,3.0,,68732520000.0,"German federal government passes stimulus package totaling 63.6 billion euro; https://www.bundesregierung.de/breg-de/themen/coronavirus/nachtragshaushalt-2020-1731686
",0.0,,62997723800.0,"Government announces 58.355 billion euro investment in healthcare (55 billion in general healthcare funds, 3.35 billion in Protective gear, information campaign, and support from the greman military, 145 million for vaccines (see S11)); https://www.bundesregierung.de/breg-de/themen/coronavirus/nachtragshaushalt-2020-1731686
",156510825.0,German federal government supports vaccine research with an additional 145 million euro https://www.bundesregierung.de/breg-de/themen/coronavirus/coronavirus-forschung-1733358,24774.0,94.0,71.0,	
43,germany,29056.0,4,123.0,29.0,453.0,28480.0,23.0,347.0,0.0,0,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24,0.0,0.0,0,1.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,29212.0,126.0,71.0,	
44,germany,32991.0,3,159.0,36.0,3290.0,29542.0,23.0,394.0,0.0,0,https://web.archive.org/web/20200325/https://www.worldometers.info/coronavirus/,2020-03-25,0.0,0.0,0,2.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,31554.0,149.0,71.0,	
45,germany,37323.0,4,206.0,47.0,3547.0,33570.0,23.0,445.0,0.0,0,https://web.archive.org/web/20200326/https://www.worldometers.info/coronavirus/,2020-03-26,0.0,0.0,0,2.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,36508.0,198.0,71.0,	
46,germany,43938.0,6,267.0,61.0,5673.0,37998.0,23.0,524.0,0.0,0,https://web.archive.org/web/20200327/https://www.worldometers.info/coronavirus/,2020-03-27,0.0,0.0,0,3.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,42288.0,253.0,71.0,	
47,germany,50871.0,6,351.0,+84,6658.0,43862.0,1581.0,607.0,4.0,Jan 26,https://web.archive.org/web/20200328/https://www.worldometers.info/coronavirus/,2020-03-28,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,48582.0,325.0,71.0,	
48,germany,57695.0,6,433.0,+82,8481.0,48781.0,1581.0,689.0,5.0,Jan 26,https://web.archive.org/web/20200329/https://www.worldometers.info/coronavirus/,2020-03-29,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,52547.0,389.0,71.0,	
49,germany,62435.0,4,541.0,+108,9211.0,52683.0,1979.0,745.0,6.0,Jan 26,https://web.archive.org/web/20200330/https://www.worldometers.info/coronavirus/,2020-03-30,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,0.0,1.0,,2.0,1.0,,0.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,57298.0,455.0,71.0,	
50,germany,66885.0,4,645.0,+104,13500.0,52740.0,1979.0,798.0,8.0,Jan 26,https://web.archive.org/web/20200331/https://www.worldometers.info/coronavirus/,2020-03-31,0.0,0.0,0,0.0,83783942,DEU,2.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,	
51,germany,71808.0,4,775.0,+130,16100.0,54933.0,2675.0,857.0,9.0,Jan 26,https://web.archive.org/web/20200401/https://www.worldometers.info/coronavirus/,2020-04-01,0.0,0.0,0,0.0,83783942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,germany,77981.0,6,931.0,+156,18700.0,58350.0,3408.0,931.0,11.0,0,https://web.archive.org/web/20200402070149/https://www.worldometers.info/coronavirus/,2020-04-02,0.0,0.0,0,0.0,83783942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,germany,84794.0,6,1107.0,+176,22440.0,61247.0,3936.0,1012.0,13.0,0,https://web.archive.org/web/20200403/https://www.worldometers.info/coronavirus/,2020-04-03,0.0,0.0,0,0.0,83783942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,germany,91159.0,6,1275.0,+168,24575.0,65309.0,3936.0,1088.0,15.0,0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04,483295.0,5768.0,0,0.0,83783942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,germany,96092.0,4,1444.0,+169,26400.0,68248.0,3936.0,1147.0,17.0,0,https://web.archive.org/web/20200405163527/https://www.worldometers.info/coronavirus/,2020-04-05,918460.0,10962.0,0,0.0,83783942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,vietnam,14.0,1,0.0,0,3.0,0.0,0.0,0.0,0.0,0,https://web.archive.org/web/20200210/https://www.worldometers.info/coronavirus/,2020-02-10,0.0,0.0,Asia,0.0,97338579,VNM,2.0,1.0,,,,,0.0,0.0,,,,,1.0,1.0,,0.0,0.0,,3.0,"'It halted all flights to and from China on February 1 and schools in Vietnam’s two biggest cities, Hanoi and Ho Chi Minh City, and most other provinces were told to remain closed after Tet.'

https://www.ft.com/content/0cc3c956-6cb2-11ea-89df-41bea055720b",,,,,,,,,14.0,0.0,43.0,	
57,vietnam,15.0,1,0.0,0,6.0,0.0,0.0,0.0,0.0,0,https://web.archive.org/web/20200211/https://www.worldometers.info/coronavirus/,2020-02-11,0.0,0.0,Asia,0.0,97338579,VNM,2.0,1.0,https://thediplomat.com/2020/02/vietnam-battles-its-coronavirus-challenge/,,,,0.0,0.0,,,,,1.0,1.0,,0.0,0.0,,3.0,"'It halted all flights to and from China on February 1 and schools in Vietnam’s two biggest cities, Hanoi and Ho Chi Minh City, and most other provinces were told to remain closed after Tet.'

https://www.ft.com/content/0cc3c956-6cb2-11ea-89df-41bea055720b",,,,,,,,,15.0,0.0,43.0,	
